Disposition,Orbital Period,Transit Epoch,Impact Parameter,Transit Duration,Transit Depth,Planetary Radius,Equilibrium Temperature,Transit Signal-to-Noise,Stellar Effective Temperature,Stellar Surface Gravity,Stellar Radius,Right Ascension,Declination,Kepler-band
FALSE POSITIVE,89.74,205.26,1.03,3.26,81100,38.01,363,296,5777,4.61,0.75,296.86,46.55,14.29
FALSE POSITIVE,90.08,173.99,0.1,19.73,43300,49.2,666,3571.6,6523,3.84,2.34,292.66,46.11,12.96
FALSE POSITIVE,0.76,131.79,0.58,2.82,57.4,0.64,1737,12.9,5481,4.57,0.82,290.49,40.73,15.32
FALSE POSITIVE,42.2,172.43,1.23,8.48,178,37.39,671,15.9,6200,4.14,1.45,290.8,45.17,13.29
FALSE POSITIVE,15.65,132.82,0.51,6.76,399000,78.3,792,359.7,6137,4.42,1.1,293.23,46.6,16.67
FALSE POSITIVE,9.01,131.55,0.8,2.76,34100,15.49,661,1109.2,4842,4.57,0.73,296.06,42.11,13.57
FALSE POSITIVE,1.82,132.88,0.85,4.26,177000,55.44,1680,1833.7,6413,4.37,0.94,295.24,40.16,15.05
FALSE POSITIVE,3.19,133.29,0.47,4.8,423000,92.5,1564,1909.2,6516,4.25,1.28,295.39,40.22,15.52
FALSE POSITIVE,372.77,377.61,0.91,23.27,1160,3.66,242,22.8,5800,4.51,0.89,298.55,41.04,15.42
CONFIRMED,5.71,137.12,0.75,1.62,587,1.51,644,20.2,4402,4.68,0.57,285.6,50.11,14.27
CONFIRMED,3.64,131.79,0.32,2.25,210,1.68,1238,16,5533,4.28,1.17,289.66,50.02,15.25
CONFIRMED,38.13,159.39,0.56,6.53,180,1.54,613,11.6,6370,4.41,1.11,294.85,49.06,14.63
CONFIRMED,14.43,138.84,0.98,4.86,117,1.53,783,21.5,5929,4.4,1.04,290.64,49,13.36
CONFIRMED,36.43,132.91,0.25,4.39,407,2.2,561,16.2,5566,4.33,1.1,294.69,45.87,15.25
FALSE POSITIVE,58.59,140.8,1.31,3.59,75500,149.98,707,656.5,6379,3.93,1.99,297.04,49.47,13.06
FALSE POSITIVE,40.65,164.55,0.68,11.28,136,1.7,651,17.3,6297,4.26,1.37,289.92,40.17,13.94
FALSE POSITIVE,40.15,133.72,0.49,5.2,311,13.01,1640,5.2,7852,3.16,7.16,297.71,41.1,13.2
CONFIRMED,265.48,151.07,0.96,10.28,1040,4.2,291,18.1,5792,4.38,1.01,298.02,43.36,15.32
FALSE POSITIVE,1.55,132.46,0.5,8,49.4,0.77,1578,56.6,5611,4.39,1.07,288.97,44.62,12.16
FALSE POSITIVE,89.33,204.19,0.9,11.92,2180,8.02,558,169.5,6860,4.23,1.47,294.32,50.74,13.68
FALSE POSITIVE,22.29,146.45,0.71,3.19,101,1.5,760,13.6,5915,4.22,1.39,293.57,40.36,13.03
FALSE POSITIVE,1.05,132.35,0.22,5.67,192,4.52,3871,5.2,7673,3.68,3.21,290.96,40.9,11.86
FALSE POSITIVE,43.56,153.27,1.3,3.69,51300,80.02,624,163.6,6411,4.31,1.22,289.26,47.01,13.68
FALSE POSITIVE,198.44,155.62,1.15,9.98,39900,41.72,279,464.2,5420,4.5,0.87,289.02,42.94,13.76
FALSE POSITIVE,17.91,139.74,2.79,5.59,265000,282.86,746,1731.4,6173,4.45,1.04,296.12,51.01,16.11
FALSE POSITIVE,2.4,133.22,0.56,4.58,42.7,0.85,1662,10.8,6398,4.28,1.25,299.63,41.04,13.89
FALSE POSITIVE,22.77,140.49,0.6,8.35,325000,104.17,835,305.2,6049,4.07,1.56,298.91,47.66,15.02
FALSE POSITIVE,184.52,237.7,0.89,15.36,49300,23.38,275,1759.1,5341,4.51,0.78,297.34,46.54,14.07
CONFIRMED,82.18,197.2,0.02,8.66,546,2.24,441,20.8,6247,4.49,0.95,295.95,44.75,15.29
FALSE POSITIVE,29.02,138.4,12.22,7.2,71400,1183.06,592,1268.8,5783,4.42,0.94,296.94,42.69,15.55
FALSE POSITIVE,77.36,139.1,1,12.13,96600,41.66,362,1246.3,5359,4.57,0.79,286.22,37.43,15.67
FALSE POSITIVE,495.71,450.03,0.72,4.51,443,4.41,330,8.5,6054,3.91,1.95,298.88,41.3,13.87
CONFIRMED,10.36,138.31,0.07,2.58,274,1.68,860,15.1,5893,4.42,1.02,284.53,43.99,15.41
FALSE POSITIVE,17.08,134.3,0.92,7.21,134000,39.24,585,1524.8,5431,4.62,0.71,287.97,44.33,15.86
FALSE POSITIVE,58.77,174.78,0.55,7,224,1.57,508,13.2,6158,4.4,1.01,298,41.2,14.32
CONFIRMED,23.24,143.53,0.36,8.43,161,2.18,903,15.5,6602,4.11,1.69,288.42,43.18,13.93
FALSE POSITIVE,118.31,215.61,0.52,4.79,216,7.23,786,7,6190,3.34,4.76,299.84,40.89,13.17
CONFIRMED,20.36,134.29,0.93,2.15,346,0.8,276,26.8,3419,4.9,0.34,289.27,44.47,13.39
FALSE POSITIVE,43.8,172.59,1.18,6.4,290,48.52,721,26.1,5611,3.84,2.23,295.82,44.8,12.96
FALSE POSITIVE,131.74,194.58,0.87,5.28,58400,54.38,413,1241,5102,3.96,1.67,289.53,47.63,13.4
FALSE POSITIVE,4.3,134.45,0.79,5.65,204000,93.01,1454,1526.2,6386,4.21,1.55,295.3,40.18,14.57
FALSE POSITIVE,198.01,234.15,0.88,9.73,143000,38.49,260,1411.3,5359,4.57,0.71,293.05,39.73,15.55
CONFIRMED,1.68,131.97,0.68,1.88,143,1.06,1270,24.5,5201,4.57,0.83,288.37,47.93,13.73
FALSE POSITIVE,114.91,199.45,0.78,7.66,196000,42.78,259,1179.7,4412,4.57,0.74,286.72,38.6,15.93
CONFIRMED,11.56,134.13,0.96,3.5,250,1.7,674,16.1,5149,4.51,0.8,281.3,42.69,14.6
CONFIRMED,26.08,149.44,0.09,6.14,260,1.35,598,13.8,6083,4.56,0.84,293.17,41.75,15.44
FALSE POSITIVE,52.8,167.27,1.47,5.62,52100,75.82,472,1238.8,5835,4.49,0.9,291,42.62,15.19
FALSE POSITIVE,39.21,142.46,0.81,6.25,187000,50.2,516,1274.3,5945,4.55,0.86,297.82,46.76,15.55
CONFIRMED,64.66,170.18,0.08,7.71,235,2.12,535,13.9,5821,4.17,1.4,293.97,45.35,14.69
FALSE POSITIVE,27.68,144.98,0.07,4.23,267,5.15,951,14.4,5123,3.44,3.22,293.65,41.73,13.33
CONFIRMED,8.74,135.43,0.03,4.24,296,1.94,924,18.5,5596,4.3,1.15,296.2,45.63,15.36
FALSE POSITIVE,26.94,157.76,0.28,4.97,247,1.57,617,8.8,5878,4.44,1,296.2,45.63,15.36
FALSE POSITIVE,12.43,141.44,0.33,6.79,131,0.85,715,9.4,5940,4.62,0.73,297.73,40.64,15.06
CONFIRMED,9.11,133.07,0.76,5.32,126,1.32,873,47.8,5611,4.39,1.07,288.97,44.62,12.16
FALSE POSITIVE,0.96,132.2,0.5,2.95,96.3,0.74,1686,16.4,5955,4.62,0.73,297.73,40.64,15.06
FALSE POSITIVE,210.31,285.13,1.16,6.69,46500,101.13,525,1081.7,7591,4.05,2.02,299.22,40.21,12.5
FALSE POSITIVE,8.27,135.06,1.1,3.47,71500,50.31,863,1320.5,5749,4.5,0.92,292.53,46.73,15.77
FALSE POSITIVE,3.56,131.86,0.99,3.44,94300,46,1187,728.8,5891,4.45,0.89,292.46,37.44,15.67
FALSE POSITIVE,5.88,136.42,1.24,3.74,15600,45.95,1061,287.6,5778,4.33,1.04,295.69,42.97,13.15
FALSE POSITIVE,1.04,132.09,0.9,2.41,125000,463.05,4194,444.7,4884,2.74,8.75,294.36,50.31,14.44
FALSE POSITIVE,91.5,182.77,0.74,19.58,65500,21.86,335,1018.4,5263,4.57,0.77,279.86,43.67,14.8
FALSE POSITIVE,30.48,156.24,0.92,17.97,131000,43.01,542,236.2,5913,4.59,0.79,286,38.28,14.84
CONFIRMED,14.53,140.47,0.11,2.42,329,1.69,746,29,6003,4.51,0.93,285.71,49.71,13.79
CONFIRMED,153.35,190.53,0.26,12.21,388,2.14,377,12.7,6127,4.36,1.08,294.17,46.71,15.22
FALSE POSITIVE,19.6,138.56,0.97,8.61,282,2.08,676,19.7,6003,4.51,0.93,285.22,45.71,13.87
FALSE POSITIVE,361.53,339.33,0.97,6.95,525,5.7,410,14,7196,4.06,1.92,295.23,42.52,13.15
CONFIRMED,48.05,140.51,0.19,8,275,2.36,564,15.1,5332,4.08,1.45,284.78,44.92,15.03
FALSE POSITIVE,9.45,132.45,1.22,6.31,1210,75.22,1192,81.1,5092,3.69,2.66,286.29,43.62,13.82
FALSE POSITIVE,0.93,132.1,1.24,1.42,14300,48.01,1979,374.5,5758,4.31,1.08,296.33,40.9,16.43
FALSE POSITIVE,1.91,131.78,0.02,4.17,219,3.74,3191,26.9,9174,4.01,2.47,289.74,41.97,11.72
FALSE POSITIVE,0.8,132.05,0.33,0.86,121,0.82,1718,9.4,5575,4.56,0.73,288.01,42.15,15.89
FALSE POSITIVE,0.87,132.16,0.99,4.88,97700,67,2089,587.9,5510,4.19,1.28,298.49,40.73,16.09
FALSE POSITIVE,161.25,189.1,0.87,23.63,2910,5.04,318,94.7,5985,4.57,0.81,298.93,40.4,14.72
CONFIRMED,3.91,133.93,0.11,1.77,867,1.86,787,36.6,4518,4.61,0.65,285.12,38.87,15.65
CONFIRMED,77.09,202.75,1.23,4.77,943,29.77,464,12.9,6228,4.44,1.05,293.29,42.2,15.89
FALSE POSITIVE,1.67,131.67,1.19,2.31,316,23.42,1729,33.4,6444,4.43,1.05,298.15,40.7,14.58
FALSE POSITIVE,5.94,135.96,6.28,5.36,25500,594.32,1005,56.3,5780,4.44,1,289.17,50.63,18.36
FALSE POSITIVE,3.89,132.77,0.03,6.6,195,1.24,1106,14.4,5646,4.45,0.9,296.72,41.5,15.2
FALSE POSITIVE,16.83,296.23,0.71,39.1,655,2.66,668,78.3,5575,4.5,0.97,291.93,39.07,14.89
FALSE POSITIVE,2.49,132.05,1.33,2.43,2830,59.57,1708,160.6,6184,4.14,1.41,296.47,48.85,13.37
CONFIRMED,1.64,131.75,0.94,2.91,47.8,1.18,1897,24.1,6297,4.26,1.37,292.68,46.73,13.15
FALSE POSITIVE,4.47,133.01,1.27,5.26,3160,84.63,1614,286.7,5758,3.81,2.32,300.78,44.66,13.25
FALSE POSITIVE,4.1,132.63,0.39,6.1,367000,51.08,1028,3809.8,5610,4.53,0.81,292.06,37.59,14.16
FALSE POSITIVE,1.73,132.89,0.63,5.68,44600,22.87,1526,221.1,5761,4.43,1.03,289.25,39.41,15.45
FALSE POSITIVE,2.65,133.03,0.87,2.64,12700,126.54,3042,79.8,4839,2.76,9.28,293.09,37.51,12.86
CONFIRMED,17.27,135.35,0.01,5.02,67.9,1.16,888,13.9,6388,4.24,1.4,297.26,40.55,12.56
FALSE POSITIVE,3.49,134.87,1.14,2.79,60100,54.53,1201,190.7,5780,4.44,1,295.05,40.01,17.91
FALSE POSITIVE,1.71,133.16,1.23,1.63,15500,25.95,1101,31.8,4970,4.67,0.59,295.06,49.05,15.77
FALSE POSITIVE,7.45,131.76,10.34,4.76,46600,1044.28,932,84.3,5780,4.44,1,290.25,37.76,17.3
FALSE POSITIVE,2.93,133.72,1.03,7.1,83900,51.67,1272,374.6,5780,4.44,1,292.07,50.55,17.38
FALSE POSITIVE,5.51,134.33,1.22,2.95,40400,34.03,778,100.5,5188,4.69,0.62,294.47,46.59,17.07
FALSE POSITIVE,0.57,132.02,0.44,3.5,586000,156.15,3357,229.6,7174,4.13,1.71,290.65,41.23,16.75
FALSE POSITIVE,2.53,133.39,1.26,1.88,1570,25.8,1137,73.4,5465,4.6,0.77,291.14,45.11,15.57
FALSE POSITIVE,0.92,131.81,0.99,3.14,96400,50.7,1917,251.6,6046,4.49,0.97,290.1,41.97,15.9
CONFIRMED,33.04,161.22,0.43,3.36,577,2.36,561,27.5,5688,4.42,0.97,289.78,49.9,14.53
FALSE POSITIVE,1.31,132.54,1.23,6.61,12500,27.42,1170,311.7,4651,4.61,0.66,294.32,45.5,15.98
FALSE POSITIVE,0.8,132.29,0.84,4.25,168000,56.89,1964,716.6,5780,4.44,1,294.35,38.6,17.66
FALSE POSITIVE,359.1,393.85,1.2,16.95,1100,28.76,290,26.5,6355,4.41,1.11,290.15,50.26,13.91
CONFIRMED,160.13,203.47,0.79,13.78,1180,6.67,450,32.4,6092,4.06,1.76,297.41,46.06,15.13
FALSE POSITIVE,2.7,133,0.54,3.79,185,1.46,1287,35.4,5418,4.34,1.05,283.79,47.81,14.54
FALSE POSITIVE,2.55,131.95,1.26,9.84,1680,32.67,1352,100.5,5993,4.49,0.99,298.46,40.39,15.76
FALSE POSITIVE,8.49,134.5,0.94,4.2,119000,46.24,798,483.9,5553,4.56,0.86,280.89,47.57,16.95
FALSE POSITIVE,5.51,134.32,0.74,3.68,227000,39.18,768,268.7,5051,4.66,0.64,294.47,46.59,17.78
FALSE POSITIVE,6.14,135.16,0.48,6.08,96600,31.9,994,316.1,5780,4.44,1,292.03,49.39,16.15
FALSE POSITIVE,175.07,179.04,1.15,4.52,45100,40.63,312,320.6,6021,4.57,0.82,292.17,37.79,15.62
FALSE POSITIVE,20.84,133.5,0.89,2.33,178000,51.9,584,197.6,5378,4.49,0.81,294.96,46.23,16.58
FALSE POSITIVE,9.5,131.97,0.44,5.07,443000,73.07,860,314.9,5780,4.44,1,299.68,40.97,18.35
FALSE POSITIVE,19.23,132.63,0.26,2.95,3270,3.52,513,10.1,5193,4.69,0.62,294.47,46.59,17.07
FALSE POSITIVE,2.05,133.29,1.28,8.01,7770,34.84,1278,445.8,5440,4.5,0.83,287.17,39.38,14.81
FALSE POSITIVE,10.73,132.9,1.06,1.75,56200,12.85,307,160.5,3324,5.01,0.27,285.01,49.5,16.42
FALSE POSITIVE,1.51,132.09,1.25,5.2,15800,39.32,1573,273.5,5884,4.45,0.88,297.26,43.3,14.85
FALSE POSITIVE,1.27,131.62,1.13,3.59,50300,63.68,2025,353,6211,4.25,1.28,300.72,45.31,14.03
CONFIRMED,4.03,135.43,0.02,2.81,265,1.79,1169,23.9,5509,4.31,1.12,294.15,38.23,14.52
FALSE POSITIVE,2.85,134.28,0.13,13.07,558000,135.99,1667,829.1,5641,3.95,1.78,296.68,40.65,15.83
FALSE POSITIVE,2.3,132.19,1.26,25.08,1690,28.64,1254,132.5,5641,4.55,0.85,294.23,44.13,15.82
FALSE POSITIVE,337.38,336.54,1.25,12.14,6110,37.23,271,60,6029,4.45,1,295.73,40.26,15.36
FALSE POSITIVE,8.59,132.02,1.25,8.98,1160,27.86,828,107.8,5697,4.54,0.89,298.82,46.94,14.65
FALSE POSITIVE,8.57,136.06,1.18,5.45,348,23.05,972,17.9,6212,4.42,1.05,299.52,40.61,14.94
FALSE POSITIVE,1.06,131.73,1.22,3.19,607,15.14,1104,70,4304,4.68,0.57,288.91,44.59,15.45
FALSE POSITIVE,2.41,133.74,1.19,3.44,738,26.22,1481,63.9,6167,4.43,1.11,292.69,46.79,15.42
FALSE POSITIVE,96.23,217,0.44,2.49,938,29.26,965,8.8,4895,2.67,9.53,296.44,42.29,13.65
FALSE POSITIVE,30.55,143.35,1.13,5.34,63500,63.57,685,510.8,6441,4.37,1.17,290.96,38.47,16.25
CONFIRMED,26.23,141.99,0.99,3.54,197,2.76,754,22,6297,4.26,1.37,292.68,46.73,13.15
CONFIRMED,160.88,277.5,0.28,10.88,7590,9.09,346,526.1,5650,4.31,1.04,289.79,39.29,12.89
FALSE POSITIVE,4.05,132.23,0.53,3.22,360000,67.94,1143,483.9,5780,4.44,1,294.59,40.17,17.71
CONFIRMED,217.83,238.82,0,21.31,9150,11.17,343,1244.4,6259,4.39,1.17,292.63,37.86,11.69
FALSE POSITIVE,1.43,132.82,0.93,5.63,1850,5.67,1769,159.3,5977,4.32,1.07,299.24,41.62,14.89
FALSE POSITIVE,0.78,131.67,0.63,1.99,340000,43.07,1372,534,4768,4.66,0.59,290.27,44.71,16.78
FALSE POSITIVE,5.66,133.89,0.79,1.43,163000,54.55,1021,169.4,5780,4.44,1,284.79,45.23,17.93
FALSE POSITIVE,18.08,146.26,1.07,3.14,65300,39.16,533,380.6,4848,4.55,0.76,294.13,46.8,16.64
FALSE POSITIVE,6.47,136.36,0.27,7.2,6470,13.68,1338,94.5,6318,4.08,1.69,296.7,47.41,14.35
FALSE POSITIVE,1.03,131.87,0.29,2.98,129000,27.35,1584,178.5,5666,4.6,0.75,296.15,47.94,17.02
FALSE POSITIVE,0.6,131.96,0.63,3.47,284000,63.46,2161,1490.3,5780,4.44,1,299.08,40.83,16.38
FALSE POSITIVE,5.37,134.86,0.99,8.37,3120,7.97,982,50.7,5858,4.55,0.85,295.56,43.2,15.48
FALSE POSITIVE,1.54,132,1.18,3.73,1020,17.63,1210,87.2,4911,4.56,0.72,286.94,38.92,14.45
CONFIRMED,47.15,175.27,0.67,3.13,1110,2.58,391,54.5,4975,4.58,0.73,292.69,37.83,12.86
FALSE POSITIVE,2.2,133.06,1.22,6.11,777,21.72,1179,56.2,5310,4.57,0.79,298.78,47.66,15.34
CONFIRMED,1.79,131.96,0.03,2.09,168,1.29,1549,24.3,6040,4.47,1,287.4,46.57,14.5
FALSE POSITIVE,7.77,132.58,0.32,5.27,287,1.69,938,18.9,6014,4.49,0.99,292.02,39.16,15.33
FALSE POSITIVE,11.34,138.81,0.69,5.97,258000,62.52,810,437.2,5780,4.44,1,290.53,44.77,17.95
CONFIRMED,214.31,336.33,0.02,16.29,4520,9.17,380,562.8,6471,4.29,1.36,290.97,48.18,12.04
FALSE POSITIVE,0.88,132.06,0.48,3.61,138000,37.24,2042,1338.1,6344,4.48,0.96,287.15,45.98,12.29
FALSE POSITIVE,208.87,273.69,1.06,4.57,21300,29.95,316,413.8,5914,4.42,0.99,291.49,44.52,14.46
CONFIRMED,7.26,131.71,0.37,6.14,248,1.57,967,40.1,5914,4.42,0.99,291.49,44.52,14.46
FALSE POSITIVE,1.99,133.31,1.11,4.76,63200,134.5,3234,193,9191,3.97,2.62,291.85,42.31,14.73
FALSE POSITIVE,13.54,144,0.99,4.94,28900,26.65,727,137.6,5496,4.41,0.93,297.28,43.57,16.9
FALSE POSITIVE,7.55,135.01,1.25,2.37,10200,34.45,794,177,5402,4.58,0.82,283.95,44.67,15.99
FALSE POSITIVE,0.78,132.07,1.27,1.88,6790,35.53,1883,205.1,5861,4.55,0.87,297.56,43.85,15.64
FALSE POSITIVE,308.26,282.46,0.02,11.96,637,18.98,576,13.8,4852,2.9,7.8,280.99,42.61,13.44
FALSE POSITIVE,3.47,133.9,0.95,11.01,1320,2.52,841,107,4969,4.71,0.54,293.41,43.23,15.89
FALSE POSITIVE,7.44,137.34,1.29,2.88,2230,43.5,1136,66.4,6540,4.32,1.18,287.37,46.56,14.11
FALSE POSITIVE,4.62,135.85,1.25,3.68,1190,25.43,947,68.5,5452,4.57,0.82,296.4,43.8,15.76
FALSE POSITIVE,0.68,131.63,1.21,3.71,878,22.15,1906,120.8,5699,4.55,0.85,298.71,47.04,14.38
FALSE POSITIVE,2.85,134.28,1.21,11.93,24400,44.7,1294,488.6,5982,4.49,0.96,296.67,40.65,15.36
FALSE POSITIVE,175.36,212.25,0.03,5.34,215,2.9,420,9.1,5109,3.76,2.02,292.72,42.24,13.39
FALSE POSITIVE,12.43,141.5,0.94,28.19,1520,3.48,551,113.1,4624,4.62,0.68,297.67,40.65,15.89
FALSE POSITIVE,2.19,132.09,1.24,5.21,1030,23.25,1185,78.3,5401,4.59,0.78,285.9,39.67,15.88
CONFIRMED,5.34,132.14,0.02,1.64,756,1.9,817,28.9,5057,4.57,0.7,289.87,41.04,15.36
CONFIRMED,23.22,151.07,0.91,2.74,210,2.42,746,16.9,5808,4.19,1.37,291.96,42.43,14.13
FALSE POSITIVE,3.35,134.28,0.01,2.88,54500,24.15,1282,192.4,5984,4.41,1.03,295.53,46.46,17.28
FALSE POSITIVE,8.1,138.42,0.59,5.67,65600,24.01,891,404.9,5753,4.42,0.89,293.45,37.72,16.47
FALSE POSITIVE,2.12,132.59,0.93,7.54,125000,77.23,1851,347.3,6381,4.16,1.42,294.3,40.19,15.81
CONFIRMED,142.55,202.88,0.02,8.75,905,2.52,318,13.7,5642,4.54,0.85,286.45,42.66,15.99
CONFIRMED,240.8,334.14,0.65,16.67,5020,10.31,342,170.1,5758,4.17,1.39,296.67,49.46,14.82
FALSE POSITIVE,0.89,132.1,0.45,2.25,413000,43.7,1211,691.2,4324,4.64,0.62,291,38.28,17.38
FALSE POSITIVE,0.87,132.05,3.07,1.91,291000,144.5,1162,620.8,4561,4.79,0.47,290.92,50.7,16.44
FALSE POSITIVE,1.53,132.26,1.16,7.91,33500,27.85,988,298.6,4273,4.65,0.6,300.01,44.72,15.94
FALSE POSITIVE,0.61,132.02,0.51,1.93,358000,44.79,1460,806.5,4509,4.61,0.66,294.36,46.13,17.45
FALSE POSITIVE,161.25,189.09,0.91,25.32,2600,4.98,295,54.7,5570,4.57,0.8,298.94,40.42,15.4
FALSE POSITIVE,2.97,132.49,0.74,1.74,90300,34.74,1266,88.6,5780,4.44,1,281.44,42.73,19.29
FALSE POSITIVE,15.84,145.46,1.25,1.82,2620,670.04,2252,38.2,4993,2.4,19.7,296.62,50.02,13.72
CONFIRMED,2.59,132.3,0.73,2.09,331,2.55,1484,18.3,5678,4.22,1.3,288.16,48.17,14.03
CONFIRMED,5.32,133.1,0.8,2.71,342,2.69,1167,14.6,5678,4.22,1.3,288.16,48.17,14.03
FALSE POSITIVE,0.83,132.07,1.3,2.3,1230,41.62,2198,110.9,6343,4.41,1.14,294.76,49.79,15.61
FALSE POSITIVE,4.45,133.84,0.98,19.45,224,2.06,1068,93,5472,4.38,0.98,284.4,45.14,14.02
FALSE POSITIVE,12.89,141.61,1.24,3.3,16000,62.52,1004,453,6387,4.18,1.41,294.17,46.43,15.52
FALSE POSITIVE,4.53,135.66,1.18,3.29,35000,62.25,1328,175.6,6306,4.28,1.28,293.09,39.8,16.03
FALSE POSITIVE,4.03,133.3,1.22,2.72,10800,378.61,2582,150.9,4969,2.9,9.43,295.81,43.3,14.73
FALSE POSITIVE,6.71,134.32,0.56,3.33,32200,14.78,809,145.9,5159,4.51,0.8,299.08,44.3,17.38
FALSE POSITIVE,2.21,132.57,0.14,3.45,119,0.87,1123,9.6,4922,4.51,0.82,284.31,42.59,15.84
FALSE POSITIVE,11.36,133.2,0.47,14.56,19700,8,534,221.4,4594,4.68,0.57,291.08,40.57,14.77
FALSE POSITIVE,1.2,132.3,1.28,5.08,8050,49.33,1959,309.1,6040,4.27,1.16,297.54,41.95,14
FALSE POSITIVE,2.38,133.44,0.61,3.28,313000,66.14,1363,195.3,5780,4.44,1,299.64,40.69,19.32
FALSE POSITIVE,5.24,136.55,1.22,5.24,593,24.73,1080,58.1,6192,4.5,0.92,298.84,43.73,14.48
FALSE POSITIVE,5.27,131.7,0.77,2.44,224,2.62,1421,37.8,6338,4.09,1.6,293.97,42.83,12.86
CONFIRMED,1.85,132.2,0.04,1.89,323,1.51,1374,53.3,5763,4.56,0.84,289.84,52.07,14.22
FALSE POSITIVE,11.38,132.58,1.42,12.92,1650,82.26,1177,38.2,6943,4.16,1.66,300.19,45.15,13.93
FALSE POSITIVE,0.8,131.57,0.67,2.22,258000,62.38,1963,453.9,5780,4.44,1,296.99,46.6,17.58
FALSE POSITIVE,0.7,131.9,0.1,1.47,318,2.58,2740,8.5,6737,4.24,1.43,297.14,49.38,13.5
FALSE POSITIVE,0.95,132.47,0.96,4.38,458000,115.31,1853,437.1,5780,4.44,1,293.25,38.27,18.24
FALSE POSITIVE,19.37,147.67,1.2,2.25,653,108.54,1180,38.4,5321,3.42,4.34,290.14,39.77,12.96
FALSE POSITIVE,14.47,141.81,1.03,7.46,1240,85.84,1713,41.9,4735,2.72,9.04,290.23,37.76,14.96
FALSE POSITIVE,1.28,131.53,0.98,1.42,1480,5.19,1515,93.8,5636,4.56,0.83,295.08,47.09,15.64
CONFIRMED,1.23,132.68,0.01,2.17,56.1,1,2024,18.9,5855,4.15,1.34,296.09,48.96,13.8
FALSE POSITIVE,2.24,133.47,1.19,1.92,8610,27.47,1190,42.6,5256,4.5,0.8,296.47,43.8,14.73
FALSE POSITIVE,181.85,251.88,1.19,5.77,27600,46.38,333,293.8,6063,4.48,1.01,287.62,40.61,15.68
FALSE POSITIVE,223.11,140.95,1.27,8.97,11500,46.33,332,224.5,6211,4.39,1.06,291.63,44.65,14.38
FALSE POSITIVE,15.64,140.09,0.52,6.45,273000,77.18,921,206.3,6517,4.28,1.37,293.61,39.42,18.23
FALSE POSITIVE,43.85,157.75,0.02,2.22,452,21.42,1286,8.3,4893,2.64,10.36,286,42.53,13.46
FALSE POSITIVE,0.75,131.79,1.16,2.43,37900,106.66,2869,510,5770,3.84,2.22,297.11,42.75,14.08
FALSE POSITIVE,3.8,135.15,1.31,11.07,3010,40.83,1233,193.4,6137,4.46,1.02,295.83,45.79,15.53
FALSE POSITIVE,17.75,139.35,1.25,5.07,877,146.63,1998,7.6,8992,3.54,4.83,295.87,39.16,11.5
FALSE POSITIVE,1.23,132.5,1.31,12.51,1390,31.39,1513,129.3,5602,4.57,0.82,298,40.05,15.4
FALSE POSITIVE,19.44,147.91,0.63,5.51,182,1.53,749,7.1,6278,4.43,1.08,294.5,41.97,15.84
FALSE POSITIVE,1.19,132.08,1.26,1.37,1390,22.76,1348,46.1,5089,4.58,0.69,292.92,38.67,15.64
FALSE POSITIVE,0.55,131.59,0.95,2.11,115000,54.23,2227,263.1,5780,4.44,1,287.14,37.84,18.55
FALSE POSITIVE,66.15,156.97,0.87,5.9,6950,9.69,468,57.7,6077,4.47,1,288.93,42.53,15.52
FALSE POSITIVE,158.32,251.75,1.32,2.19,4860,25.41,211,34.5,4340,4.67,0.57,293.08,40.12,15.56
CONFIRMED,3.93,134.65,0.37,2.94,235,1.5,1140,30.7,5688,4.42,0.97,289.78,49.9,14.53
CONFIRMED,198.68,270.67,0.75,8.28,645,2.79,297,16.6,5330,4.37,1.01,295.66,44.53,15
FALSE POSITIVE,1.59,132.33,0.88,8.95,155000,100.2,2255,1207.6,6574,4.06,1.77,291.77,37.1,14.92
FALSE POSITIVE,3.32,131.54,0.63,4.23,94600,27.77,1104,124.6,5528,4.52,0.85,290.33,37.76,17.77
FALSE POSITIVE,2.99,133.11,1.12,7.85,216000,89.85,1264,541.7,5780,4.44,1,287.75,38.93,17.9
FALSE POSITIVE,2.08,131.83,5.11,7.71,6860,510.48,1629,289.1,6377,4.4,1.12,299.02,41.82,13.86
FALSE POSITIVE,4.94,134.19,0.96,4.5,113000,54.29,1069,537.2,5780,4.44,1,292.7,37.71,16.24
FALSE POSITIVE,4.46,132.31,1.05,4.02,74100,43.21,1024,286.4,5743,4.55,0.85,299.55,40.86,17.3
FALSE POSITIVE,1.52,132.33,0.41,5.91,195000,38.95,1404,174.4,5311,4.47,0.87,290.18,37.85,17.38
FALSE POSITIVE,3.54,132.77,1.09,1.54,1230,39.34,2214,163.5,7021,3.76,2.63,290.43,51.27,12.31
FALSE POSITIVE,6.2,134.23,3.38,2.61,3510,215.89,883,83.5,5608,4.57,0.81,296.64,40.37,15.43
FALSE POSITIVE,0.57,131.82,0.03,4.37,85.3,0.82,1920,25.1,5115,4.44,0.92,290.96,42.57,14.94
FALSE POSITIVE,27.96,133.18,1.02,3.87,6270,21.5,796,106,6770,4.25,1.36,291.39,42.26,14.07
FALSE POSITIVE,186.52,169.65,0.97,3.2,5750,37.5,452,126.9,5018,3.64,2.99,295.09,49.17,13.53
FALSE POSITIVE,0.53,131.97,0.28,3.45,510000,74.83,2247,1069.5,5780,4.44,1,296.97,50.07,18.85
